Date,Discharge,flood runoff,daily runoff,weekly runoff,Flood
28-Oct-08,4606,0,1.53,9.08,0
29-Oct-08,4248,0,1.41,9.31,0
30-Oct-08,3509,0,1.17,9.25,0
31-Oct-08,2641,0,0.88,8.88,0
1-Nov-08,2675,0,0.89,8.54,0
2-Nov-08,2118,0,0.71,7.99,0
3-Nov-08,2485,0,0.83,7.42,0
4-Nov-08,2741,0,0.91,6.8,0
5-Nov-08,1959,0,0.65,6.04,0
6-Nov-08,2773,0,0.92,5.79,0
7-Nov-08,3431,0,1.14,6.05,0
8-Nov-08,3696,0,1.23,6.39,0
9-Nov-08,3800,0,1.27,6.95,0
10-Nov-08,3901,0,1.3,7.43,0
11-Nov-08,3885,0,1.29,7.81,0
12-Nov-08,4170,0,1.39,8.54,0
13-Nov-08,4457,0,1.48,9.1,0
14-Nov-08,3977,0,1.32,9.28,0
15-Nov-08,3905,0,1.3,9.35,0
16-Nov-08,2813,0,0.94,9.03,0
17-Nov-08,2703,0,0.9,8.63,0
18-Nov-08,2527,0,0.84,8.18,0
19-Nov-08,2236,0,0.74,7.53,0
20-Nov-08,2689,0,0.9,6.94,0
21-Nov-08,2187,0,0.73,6.35,0
22-Nov-08,2157,0,0.72,5.76,0
23-Nov-08,2516,0,0.84,5.67,0
24-Nov-08,2301,0,0.77,5.53,0
25-Nov-08,2547,0,0.85,5.54,0
26-Nov-08,2889,0,0.96,5.76,0
27-Nov-08,2139,0,0.71,5.57,0
28-Nov-08,1455,0,0.48,5.33,0
29-Nov-08,896,0,0.3,4.91,0
30-Nov-08,853,0,0.28,4.36,0
1-Dec-08,351,0,0.12,3.71,0
2-Dec-08,583,0,0.19,3.05,0
3-Dec-08,876,0,0.29,2.38,0
4-Dec-08,291,0,0.1,1.77,0
5-Dec-08,2327,0,0.77,2.06,0
6-Dec-08,2551,0,0.85,2.61,0
7-Dec-08,3106,0,1.03,3.36,0
8-Dec-08,3106,0,1.03,4.28,0
9-Dec-08,2534,0,0.84,4.93,0
10-Dec-08,2368,0,0.79,5.42,0
11-Dec-08,1869,0,0.62,5.95,0
12-Dec-08,1295,0,0.43,5.6,0
13-Dec-08,658,0,0.22,4.97,0
14-Dec-08,555,0,0.18,4.12,0
15-Dec-08,159,0,0.05,3.14,0
16-Dec-08,439,0,0.15,2.45,0
17-Dec-08,244,0,0.08,1.74,0
18-Dec-08,210,0,0.07,1.19,0
19-Dec-08,781,0,0.26,1.01,0
20-Dec-08,500,0,0.17,0.96,0
21-Dec-08,1177,0,0.39,1.17,0
22-Dec-08,1182,0,0.39,1.51,0
23-Dec-08,649,0,0.22,1.58,0
24-Dec-08,610,0,0.2,1.7,0
25-Dec-08,42,0,0.01,1.65,0
26-Dec-08,223,0,0.07,1.46,0
27-Dec-08,330,0,0.11,1.4,0
28-Dec-08,601,0,0.2,1.21,0
29-Dec-08,1107,0,0.37,1.19,0
30-Dec-08,1307,0,0.44,1.41,0
31-Dec-08,1314,0,0.44,1.64,0
1-Jan-09,1433,0,0.48,2.1,0
2-Jan-09,1218,0,0.41,2.43,0
3-Jan-09,778,0,0.26,2.58,0
4-Jan-09,1255,0,0.42,2.8,0
5-Jan-09,915,0,0.3,2.74,0
6-Jan-09,1640,0,0.55,2.85,0
7-Jan-09,1379,0,0.46,2.87,0
8-Jan-09,819,0,0.27,2.67,0
9-Jan-09,506,0,0.17,2.43,0
10-Jan-09,0,0,0,2.17,0
11-Jan-09,227,0,0.08,1.83,0
12-Jan-09,262,0,0.09,1.61,0
13-Jan-09,1101,0,0.37,1.43,0
14-Jan-09,876,0,0.29,1.26,0
15-Jan-09,261,0,0.09,1.08,0
16-Jan-09,16,0,0.01,0.91,0
17-Jan-09,33,0,0.01,0.92,0
18-Jan-09,209,0,0.07,0.92,0
19-Jan-09,0,0,0,0.83,0
20-Jan-09,250,0,0.08,0.55,0
21-Jan-09,0,0,0,0.26,0
22-Jan-09,0,0,0,0.17,0
23-Jan-09,0,0,0,0.16,0
24-Jan-09,0,0,0,0.15,0
25-Jan-09,0,0,0,0.08,0
26-Jan-09,0,0,0,0.08,0
27-Jan-09,1271,0,0.42,0.42,0
28-Jan-09,241,0,0.08,0.5,0
29-Jan-09,1183,0,0.39,0.9,0
30-Jan-09,1181,0,0.39,1.29,0
31-Jan-09,246,0,0.08,1.37,0
1-Feb-09,1297,0,0.43,1.8,0
2-Feb-09,503,0,0.17,1.97,0
3-Feb-09,151,0,0.05,1.6,0
4-Feb-09,0,0,0,1.52,0
5-Feb-09,994,0,0.33,1.46,0
6-Feb-09,229,0,0.08,1.14,0
7-Feb-09,965,0,0.32,1.38,0
8-Feb-09,1248,0,0.42,1.36,0
9-Feb-09,1000,0,0.33,1.53,0
10-Feb-09,1656,0,0.55,2.03,0
11-Feb-09,1101,0,0.37,2.4,0
12-Feb-09,2134,0,0.71,2.77,0
13-Feb-09,1664,0,0.55,3.25,0
14-Feb-09,1814,0,0.6,3.54,0
15-Feb-09,2115,0,0.7,3.82,0
16-Feb-09,1520,0,0.51,4,0
17-Feb-09,1836,0,0.61,4.06,0
18-Feb-09,1875,0,0.62,4.31,0
19-Feb-09,1362,0,0.45,4.06,0
20-Feb-09,664,0,0.22,3.72,0
21-Feb-09,24,0,0.01,3.13,0
22-Feb-09,0,0,0,2.42,0
23-Feb-09,1662,0,0.55,2.47,0
24-Feb-09,1879,0,0.63,2.49,0
25-Feb-09,1439,0,0.48,2.34,0
26-Feb-09,1663,0,0.55,2.44,0
27-Feb-09,605,0,0.2,2.42,0
28-Feb-09,168,0,0.06,2.47,0
1-Mar-09,0,0,0,2.47,0
2-Mar-09,0,0,0,1.92,0
3-Mar-09,0,0,0,1.29,0
4-Mar-09,0,0,0,0.81,0
5-Mar-09,0,0,0,0.26,0
6-Mar-09,0,0,0,0.06,0
7-Mar-09,0,0,0,0,0
8-Mar-09,0,0,0,0,0
9-Mar-09,47,0,0.02,0.02,0
10-Mar-09,0,0,0,0.02,0
11-Mar-09,0,0,0,0.02,0
12-Mar-09,256,0,0.09,0.1,0
13-Mar-09,0,0,0,0.1,0
14-Mar-09,0,0,0,0.1,0
15-Mar-09,0,0,0,0.1,0
16-Mar-09,417,0,0.14,0.22,0
17-Mar-09,88,0,0.03,0.25,0
18-Mar-09,520,0,0.17,0.43,0
19-Mar-09,809,0,0.27,0.61,0
20-Mar-09,0,0,0,0.61,0
21-Mar-09,273,0,0.09,0.7,0
22-Mar-09,0,0,0,0.7,0
23-Mar-09,0,0,0,0.56,0
24-Mar-09,0,0,0,0.53,0
25-Mar-09,749,0,0.25,0.61,0
26-Mar-09,700,0,0.23,0.57,0
27-Mar-09,1463,0,0.49,1.06,0
28-Mar-09,1912,0,0.64,1.61,0
29-Mar-09,592,0,0.2,1.8,0
30-Mar-09,524,0,0.17,1.98,0
31-Mar-09,151,0,0.05,2.03,0
1-Apr-09,882,0,0.29,2.07,0
2-Apr-09,627,0,0.21,2.05,0
3-Apr-09,914,0,0.3,1.87,0
4-Apr-09,747,0,0.25,1.48,0
5-Apr-09,88,0,0.03,1.31,0
6-Apr-09,799,0,0.27,1.4,0
7-Apr-09,632,0,0.21,1.56,0
8-Apr-09,413,0,0.14,1.41,0
9-Apr-09,0,0,0,1.2,0
10-Apr-09,93,0,0.03,0.92,0
11-Apr-09,115,0,0.04,0.71,0
12-Apr-09,219,0,0.07,0.76,0
13-Apr-09,226,0,0.08,0.57,0
14-Apr-09,0,0,0,0.36,0
15-Apr-09,0,0,0,0.22,0
16-Apr-09,0,0,0,0.22,0
17-Apr-09,368,0,0.12,0.31,0
18-Apr-09,105,0,0.03,0.31,0
19-Apr-09,261,0,0.09,0.32,0
20-Apr-09,579,0,0.19,0.44,0
21-Apr-09,0,0,0,0.44,0
22-Apr-09,0,0,0,0.44,0
23-Apr-09,0,0,0,0.44,0
24-Apr-09,0,0,0,0.31,0
25-Apr-09,0,0,0,0.28,0
26-Apr-09,0,0,0,0.19,0
27-Apr-09,0,0,0,0,0
28-Apr-09,0,0,0,0,0
29-Apr-09,0,0,0,0,0
30-Apr-09,0,0,0,0,0
1-May-09,0,0,0,0,0
2-May-09,0,0,0,0,0
3-May-09,0,0,0,0,0
4-May-09,0,0,0,0,0
5-May-09,310,0,0.1,0.1,0
6-May-09,903,0,0.3,0.4,0
7-May-09,1672,0,0.56,0.96,0
8-May-09,2674,0,0.89,1.85,0
9-May-09,2760,0,0.92,2.77,0
10-May-09,2890,0,0.96,3.73,0
11-May-09,2143,0,0.71,4.45,0
12-May-09,1968,0,0.66,5,0
13-May-09,1568,0,0.52,5.22,0
14-May-09,1769,0,0.59,5.25,0
15-May-09,1960,0,0.65,5.01,0
16-May-09,1525,0,0.51,4.6,0
17-May-09,1605,0,0.53,4.17,0
18-May-09,858,0,0.29,3.75,0
19-May-09,1098,0,0.37,3.46,0
20-May-09,871,0,0.29,3.23,0
21-May-09,1921,0,0.64,3.28,0
22-May-09,1779,0,0.59,3.22,0
23-May-09,1327,0,0.44,3.15,0
24-May-09,1859,0,0.62,3.23,0
25-May-09,723,0,0.24,3.19,0
26-May-09,1325,0,0.44,3.26,0
27-May-09,1320,0,0.44,3.41,0
28-May-09,1891,0,0.63,3.4,0
29-May-09,2210,0,0.74,3.55,0
30-May-09,2970,0,0.99,4.09,0
31-May-09,4014,0,1.34,4.81,0
1-Jun-09,2885,0,0.96,5.53,0
2-Jun-09,2254,0,0.75,5.84,0
3-Jun-09,736,0,0.25,5.65,0
4-Jun-09,3247,0,1.08,6.1,0
5-Jun-09,3925,0,1.31,6.67,0
6-Jun-09,3961,0,1.32,7,0
7-Jun-09,5223,0,1.74,7.4,0
8-Jun-09,1591,0,0.53,6.97,0
9-Jun-09,0,0,0,6.22,0
10-Jun-09,54,0,0.02,5.99,0
11-Jun-09,54,0,0.02,4.93,0
12-Jun-09,2406,0,0.8,4.43,0
13-Jun-09,3487,0,1.16,4.27,0
14-Jun-09,3420,0,1.14,3.67,0
15-Jun-09,2864,0,0.95,4.09,0
16-Jun-09,1035,0,0.34,4.44,0
17-Jun-09,796,0,0.26,4.68,0
18-Jun-09,0,0,0,4.66,0
19-Jun-09,4,0,0,3.86,0
20-Jun-09,373,0,0.12,2.83,0
21-Jun-09,355,0,0.12,1.81,0
22-Jun-09,1066,0,0.36,1.21,0
23-Jun-09,941,0,0.31,1.18,0
24-Jun-09,679,0,0.23,1.14,0
25-Jun-09,397,0,0.13,1.27,0
26-Jun-09,217,0,0.07,1.34,0
27-Jun-09,41,0,0.01,1.23,0
28-Jun-09,159,0,0.05,1.17,0
29-Jun-09,442,0,0.15,0.96,0
30-Jun-09,1280,0,0.43,1.07,0
1-Jul-09,1552,0,0.52,1.36,0
2-Jul-09,1513,0,0.5,1.73,0
3-Jul-09,1864,0,0.62,2.28,0
4-Jul-09,1289,0,0.43,2.7,0
5-Jul-09,2159,0,0.72,3.36,0
6-Jul-09,3376,0,1.12,4.34,0
7-Jul-09,4283,0,1.43,5.34,0
8-Jul-09,4455,0,1.48,6.31,0
9-Jul-09,3474,0,1.16,6.96,0
10-Jul-09,2568,0,0.86,7.19,0
11-Jul-09,976,0,0.33,7.09,0
12-Jul-09,537,0,0.18,6.55,0
13-Jul-09,876,0,0.29,5.72,0
14-Jul-09,1056,0,0.35,4.64,0
15-Jul-09,2389,0,0.8,3.95,0
16-Jul-09,3463,0,1.15,3.95,0
17-Jul-09,3165,0,1.05,4.15,0
18-Jul-09,3442,0,1.15,4.97,0
19-Jul-09,3485,0,1.16,5.95,0
20-Jul-09,3734,0,1.24,6.9,0
21-Jul-09,4033,0,1.34,7.89,0
22-Jul-09,2923,0,0.97,8.07,0
23-Jul-09,3560,0,1.19,8.11,0
24-Jul-09,2547,0,0.85,7.9,0
25-Jul-09,2011,0,0.67,7.42,0
26-Jul-09,2272,0,0.76,7.02,0
27-Jul-09,548,0,0.18,5.96,0
28-Jul-09,428,0,0.14,4.76,0
29-Jul-09,927,0,0.31,4.09,0
30-Jul-09,1201,0,0.4,3.31,0
31-Jul-09,1219,0,0.41,2.87,0
1-Aug-09,2160,0,0.72,2.92,0
2-Aug-09,2395,0,0.8,2.96,0
3-Aug-09,1662,0,0.55,3.33,0
4-Aug-09,1906,0,0.63,3.82,0
5-Aug-09,880,0,0.29,3.8,0
6-Aug-09,854,0,0.28,3.69,0
7-Aug-09,761,0,0.25,3.54,0
8-Aug-09,1899,0,0.63,3.45,0
9-Aug-09,1894,0,0.63,3.28,0
10-Aug-09,2015,0,0.67,3.4,0
11-Aug-09,2936,0,0.98,3.74,0
12-Aug-09,1941,0,0.65,4.1,0
13-Aug-09,1939,0,0.65,4.46,0
14-Aug-09,2494,0,0.83,5.03,0
15-Aug-09,2434,0,0.81,5.21,0
16-Aug-09,2966,0,0.99,5.57,0
17-Aug-09,4949,0,1.65,6.55,0
18-Aug-09,3826,0,1.27,6.84,0
19-Aug-09,4019,0,1.34,7.53,0
20-Aug-09,4169,0,1.39,8.28,0
21-Aug-09,2616,0,0.87,8.32,0
22-Aug-09,4812,0,1.6,9.11,0
23-Aug-09,5029,0,1.67,9.8,0
24-Aug-09,8507,0,2.83,10.98,0
25-Aug-09,7049,0,2.35,12.05,0
26-Aug-09,7804,0,2.6,13.31,0
27-Aug-09,7774,0,2.59,14.51,0
28-Aug-09,5386,0,1.79,15.44,0
29-Aug-09,5779,0,1.92,15.76,0
30-Aug-09,3546,0,1.18,15.27,0
31-Aug-09,4945,0,1.65,14.08,0
1-Sep-09,4347,0,1.45,13.18,0
2-Sep-09,5350,0,1.78,12.36,0
3-Sep-09,5117,0,1.7,11.48,0
4-Sep-09,3077,0,1.02,10.71,0
5-Sep-09,2495,0,0.83,9.62,0
6-Sep-09,1444,0,0.48,8.92,0
7-Sep-09,1321,0,0.44,7.71,0
8-Sep-09,1536,0,0.51,6.77,0
9-Sep-09,2387,0,0.79,5.79,0
10-Sep-09,1988,0,0.66,4.74,0
11-Sep-09,2217,0,0.74,4.46,0
12-Sep-09,2539,0,0.85,4.47,0
13-Sep-09,2069,0,0.69,4.68,0
14-Sep-09,1579,0,0.53,4.77,0
15-Sep-09,932,0,0.31,4.57,0
16-Sep-09,2323,0,0.77,4.54,0
17-Sep-09,1819,0,0.61,4.49,0
18-Sep-09,3119,0,1.04,4.79,0
19-Sep-09,3073,0,1.02,4.97,0
20-Sep-09,1785,0,0.59,4.87,0
21-Sep-09,2097,0,0.7,5.04,0
22-Sep-09,2555,0,0.85,5.58,0
23-Sep-09,3377,0,1.12,5.94,0
24-Sep-09,2474,0,0.82,6.15,0
25-Sep-09,3294,0,1.1,6.21,0
26-Sep-09,2119,0,0.71,5.89,0
27-Sep-09,1897,0,0.63,5.93,0
28-Sep-09,3000,0,1,6.23,0
29-Sep-09,1266,0,0.42,5.8,0
30-Sep-09,2487,0,0.83,5.51,0
1-Oct-09,2549,0,0.85,5.53,0
2-Oct-09,4070,0,1.36,5.79,0
3-Oct-09,6833,0,2.28,7.36,0
4-Oct-09,13485,0.86,4.49,11.22,0.3
5-Oct-09,16289,2.65,5.42,15.64,1
6-Oct-09,19442,5.48,6.47,21.7,2
7-Oct-09,19080,8.2,6.35,27.22,3
8-Oct-09,14688,9.46,4.89,31.26,3.5
9-Oct-09,13071,10.18,4.35,34.26,3.8
10-Oct-09,8031,0,2.67,34.66,0
11-Oct-09,12188,10.6,4.06,34.23,3.9
12-Oct-09,10582,0,3.52,32.33,0
13-Oct-09,12126,11,4.04,29.89,4.1
14-Oct-09,11550,11.22,3.85,27.38,4.1
15-Oct-09,8463,0,2.82,25.31,0
16-Oct-09,9084,0,3.02,23.98,0
17-Oct-09,7131,0,2.37,23.68,0
18-Oct-09,7105,0,2.37,21.99,0
19-Oct-09,6299,0,2.1,20.56,0
20-Oct-09,6816,0,2.27,18.8,0
21-Oct-09,5478,0,1.82,16.77,0
22-Oct-09,4579,0,1.52,15.48,0
23-Oct-09,3875,0,1.29,13.75,0
24-Oct-09,2408,0,0.8,12.17,0
25-Oct-09,2195,0,0.73,10.54,0
26-Oct-09,2426,0,0.81,9.25,0
27-Oct-09,3382,0,1.13,8.11,0
28-Oct-09,2776,0,0.92,7.21,0
29-Oct-09,2572,0,0.86,6.54,0
30-Oct-09,2513,0,0.84,6.08,0
31-Oct-09,2249,0,0.75,6.03,0
1-Nov-09,2273,0,0.76,6.06,0
2-Nov-09,2468,0,0.82,6.07,0
3-Nov-09,2382,0,0.79,5.74,0
4-Nov-09,2261,0,0.75,5.57,0
5-Nov-09,3059,0,1.02,5.73,0
6-Nov-09,2415,0,0.8,5.7,0
7-Nov-09,2883,0,0.96,5.91,0
8-Nov-09,1821,0,0.61,5.76,0
9-Nov-09,1529,0,0.51,5.44,0
10-Nov-09,1522,0,0.51,5.16,0
11-Nov-09,1686,0,0.56,4.97,0
12-Nov-09,2471,0,0.82,4.77,0
13-Nov-09,2042,0,0.68,4.65,0
14-Nov-09,2527,0,0.84,4.53,0
15-Nov-09,2070,0,0.69,4.61,0
16-Nov-09,1545,0,0.51,4.62,0
17-Nov-09,1375,0,0.46,4.57,0
18-Nov-09,1375,0,0.46,4.46,0
19-Nov-09,2130,0,0.71,4.35,0
20-Nov-09,2968,0,0.99,4.66,0
21-Nov-09,5060,0,1.68,5.5,0
22-Nov-09,4854,0,1.62,6.43,0
23-Nov-09,5516,0,1.84,7.75,0
24-Nov-09,5320,0,1.77,9.06,0
25-Nov-09,4472,0,1.49,10.1,0
26-Nov-09,3693,0,1.23,10.62,0
27-Nov-09,3191,0,1.06,10.69,0
28-Nov-09,2765,0,0.92,9.93,0
29-Nov-09,2894,0,0.96,9.27,0
30-Nov-09,3113,0,1.04,8.47,0
1-Dec-09,2795,0,0.93,7.63,0
2-Dec-09,3000,0,1,7.14,0
3-Dec-09,2058,0,0.69,6.6,0
4-Dec-09,1608,0,0.54,6.07,0
5-Dec-09,687,0,0.23,5.38,0
6-Dec-09,2023,0,0.67,5.09,0
7-Dec-09,2270,0,0.76,4.81,0
8-Dec-09,1909,0,0.64,4.51,0
9-Dec-09,1539,0,0.51,4.03,0
10-Dec-09,219,0,0.07,3.41,0
11-Dec-09,30,0,0.01,2.89,0
12-Dec-09,4,0,0,2.66,0
13-Dec-09,888,0,0.3,2.28,0
14-Dec-09,1797,0,0.6,2.13,0
15-Dec-09,1739,0,0.58,2.07,0
16-Dec-09,1613,0,0.54,2.09,0
17-Dec-09,855,0,0.28,2.31,0
18-Dec-09,0,0,0,2.3,0
19-Dec-09,0,0,0,2.3,0
20-Dec-09,0,0,0,2,0
21-Dec-09,0,0,0,1.4,0
22-Dec-09,6,0,0,0.82,0
23-Dec-09,525,0,0.17,0.46,0
24-Dec-09,717,0,0.24,0.42,0
25-Dec-09,1572,0,0.52,0.94,0
26-Dec-09,1173,0,0.39,1.33,0
27-Dec-09,683,0,0.23,1.56,0
28-Dec-09,0,0,0,1.56,0
29-Dec-09,803,0,0.27,1.82,0
30-Dec-09,1000,0,0.33,1.98,0
31-Dec-09,873,0,0.29,2.03,0
1-Jan-10,1612,0,0.54,2.05,0
2-Jan-10,884,0,0.29,1.95,0
3-Jan-10,555,0,0.18,1.91,0
4-Jan-10,431,0,0.14,2.05,0
5-Jan-10,431,0,0.14,1.93,0
6-Jan-10,0,0,0,1.59,0
7-Jan-10,1174,0,0.39,1.69,0
8-Jan-10,1925,0,0.64,1.8,0
9-Jan-10,1483,0,0.49,2,0
10-Jan-10,1718,0,0.57,2.38,0
11-Jan-10,432,0,0.14,2.38,0
12-Jan-10,310,0,0.1,2.34,0
13-Jan-10,156,0,0.05,2.4,0
14-Jan-10,1375,0,0.46,2.46,0
15-Jan-10,2272,0,0.76,2.58,0
16-Jan-10,2112,0,0.7,2.79,0
17-Jan-10,3088,0,1.03,3.24,0
18-Jan-10,1607,0,0.54,3.64,0
19-Jan-10,946,0,0.31,3.85,0
20-Jan-10,628,0,0.21,4,0
21-Jan-10,0,0,0,3.55,0
22-Jan-10,0,0,0,2.79,0
23-Jan-10,52,0,0.02,2.1,0
24-Jan-10,0,0,0,1.08,0
25-Jan-10,233,0,0.08,0.62,0
26-Jan-10,603,0,0.2,0.5,0
27-Jan-10,0,0,0,0.3,0
28-Jan-10,0,0,0,0.3,0
29-Jan-10,0,0,0,0.3,0
30-Jan-10,64,0,0.02,0.3,0
31-Jan-10,0,0,0,0.3,0
1-Feb-10,152,0,0.05,0.27,0
2-Feb-10,345,0,0.11,0.19,0
3-Feb-10,0,0,0,0.19,0
4-Feb-10,349,0,0.12,0.3,0
5-Feb-10,0,0,0,0.3,0
6-Feb-10,554,0,0.18,0.47,0
7-Feb-10,0,0,0,0.47,0
8-Feb-10,1625,0,0.54,0.96,0
9-Feb-10,1438,0,0.48,1.32,0
10-Feb-10,1266,0,0.42,1.74,0
11-Feb-10,1781,0,0.59,2.22,0
12-Feb-10,0,0,0,2.22,0
13-Feb-10,329,0,0.11,2.14,0
14-Feb-10,239,0,0.08,2.22,0
15-Feb-10,2274,0,0.76,2.44,0
16-Feb-10,2235,0,0.74,2.71,0
17-Feb-10,2462,0,0.82,3.1,0
18-Feb-10,2736,0,0.91,3.42,0
19-Feb-10,295,0,0.1,3.52,0
20-Feb-10,861,0,0.29,3.7,0
21-Feb-10,839,0,0.28,3.9,0
22-Feb-10,717,0,0.24,3.38,0
23-Feb-10,1157,0,0.39,3.02,0
24-Feb-10,2148,0,0.72,2.91,0
25-Feb-10,1667,0,0.56,2.56,0
26-Feb-10,1809,0,0.6,3.06,0
27-Feb-10,2286,0,0.76,3.54,0
28-Feb-10,1428,0,0.48,3.73,0
1-Mar-10,1946,0,0.65,4.14,0
2-Mar-10,1571,0,0.52,4.28,0
3-Mar-10,2466,0,0.82,4.39,0
4-Mar-10,2095,0,0.7,4.53,0
5-Mar-10,1871,0,0.62,4.55,0
6-Mar-10,1344,0,0.45,4.24,0
7-Mar-10,0,0,0,3.76,0
8-Mar-10,25,0,0.01,3.12,0
9-Mar-10,0,0,0,2.6,0
10-Mar-10,142,0,0.05,1.82,0
11-Mar-10,218,0,0.07,1.2,0
12-Mar-10,950,0,0.32,0.89,0
13-Mar-10,1051,0,0.35,0.79,0
14-Mar-10,645,0,0.21,1.01,0
15-Mar-10,919,0,0.31,1.31,0
16-Mar-10,76,0,0.03,1.33,0
17-Mar-10,0,0,0,1.29,0
18-Mar-10,0,0,0,1.21,0
19-Mar-10,196,0,0.07,0.96,0
20-Mar-10,0,0,0,0.61,0
21-Mar-10,653,0,0.22,0.61,0
22-Mar-10,593,0,0.2,0.51,0
23-Mar-10,0,0,0,0.48,0
24-Mar-10,128,0,0.04,0.52,0
25-Mar-10,0,0,0,0.52,0
26-Mar-10,0,0,0,0.46,0
27-Mar-10,0,0,0,0.46,0
28-Mar-10,575,0,0.19,0.43,0
29-Mar-10,733,0,0.24,0.48,0
30-Mar-10,1009,0,0.34,0.81,0
31-Mar-10,1361,0,0.45,1.22,0
1-Apr-10,104,0,0.03,1.26,0
2-Apr-10,7,0,0,1.26,0
3-Apr-10,0,0,0,1.26,0
4-Apr-10,1381,0,0.46,1.53,0
5-Apr-10,1005,0,0.33,1.62,0
6-Apr-10,1426,0,0.47,1.76,0
7-Apr-10,1898,0,0.63,1.94,0
8-Apr-10,167,0,0.06,1.96,0
9-Apr-10,944,0,0.31,2.27,0
10-Apr-10,865,0,0.29,2.56,0
11-Apr-10,822,0,0.27,2.37,0
12-Apr-10,890,0,0.3,2.33,0
13-Apr-10,1030,0,0.34,2.2,0
14-Apr-10,1037,0,0.35,1.92,0
15-Apr-10,496,0,0.17,2.03,0
16-Apr-10,1290,0,0.43,2.14,0
17-Apr-10,850,0,0.28,2.14,0
18-Apr-10,184,0,0.06,1.92,0
19-Apr-10,350,0,0.12,1.74,0
20-Apr-10,443,0,0.15,1.55,0
21-Apr-10,1588,0,0.53,1.73,0
22-Apr-10,2478,0,0.83,2.39,0
23-Apr-10,2565,0,0.85,2.82,0
24-Apr-10,2051,0,0.68,3.22,0
25-Apr-10,1148,0,0.38,3.54,0
26-Apr-10,775,0,0.26,3.68,0
27-Apr-10,1294,0,0.43,3.96,0
28-Apr-10,990,0,0.33,3.76,0
29-Apr-10,1091,0,0.36,3.3,0
30-Apr-10,1389,0,0.46,2.91,0
1-May-10,1167,0,0.39,2.62,0
2-May-10,1160,0,0.39,2.62,0
3-May-10,780,0,0.26,2.62,0
4-May-10,612,0,0.2,2.39,0
5-May-10,306,0,0.1,2.17,0
6-May-10,634,0,0.21,2.01,0
7-May-10,476,0,0.16,1.71,0
8-May-10,555,0,0.18,1.51,0
9-May-10,343,0,0.11,1.23,0
10-May-10,0,0,0,0.97,0
11-May-10,0,0,0,0.77,0
12-May-10,0,0,0,0.67,0
13-May-10,0,0,0,0.46,0
14-May-10,0,0,0,0.3,0
15-May-10,0,0,0,0.11,0
16-May-10,368,0,0.12,0.12,0
17-May-10,691,0,0.23,0.35,0
18-May-10,448,0,0.15,0.5,0
19-May-10,969,0,0.32,0.82,0
20-May-10,1185,0,0.39,1.22,0
21-May-10,788,0,0.26,1.48,0
22-May-10,1313,0,0.44,1.92,0
23-May-10,527,0,0.18,1.97,0
24-May-10,0,0,0,1.74,0
25-May-10,528,0,0.18,1.77,0
26-May-10,1112,0,0.37,1.82,0
27-May-10,1239,0,0.41,1.83,0
28-May-10,1637,0,0.55,2.12,0
29-May-10,1747,0,0.58,2.26,0
30-May-10,761,0,0.25,2.34,0
31-May-10,836,0,0.28,2.62,0
1-Jun-10,1327,0,0.44,2.88,0
2-Jun-10,735,0,0.24,2.76,0
3-Jun-10,1303,0,0.43,2.78,0
4-Jun-10,535,0,0.18,2.41,0
5-Jun-10,0,0,0,1.83,0
6-Jun-10,0,0,0,1.58,0
7-Jun-10,0,0,0,1.3,0
8-Jun-10,77,0,0.03,0.88,0
9-Jun-10,4,0,0,0.64,0
10-Jun-10,613,0,0.2,0.41,0
11-Jun-10,580,0,0.19,0.42,0
12-Jun-10,364,0,0.12,0.55,0
13-Jun-10,1538,0,0.51,1.06,0
14-Jun-10,1363,0,0.45,1.51,0
15-Jun-10,1815,0,0.6,2.09,0
16-Jun-10,1303,0,0.43,2.52,0
17-Jun-10,1313,0,0.44,2.76,0
18-Jun-10,1369,0,0.46,3.02,0
19-Jun-10,1516,0,0.5,3.4,0
20-Jun-10,2004,0,0.67,3.56,0
21-Jun-10,1785,0,0.59,3.7,0
22-Jun-10,1341,0,0.45,3.54,0
23-Jun-10,442,0,0.15,3.25,0
24-Jun-10,503,0,0.17,2.98,0
25-Jun-10,670,0,0.22,2.75,0
26-Jun-10,727,0,0.24,2.49,0
27-Jun-10,615,0,0.2,2.03,0
28-Jun-10,572,0,0.19,1.62,0
29-Jun-10,777,0,0.26,1.43,0
30-Jun-10,660,0,0.22,1.51,0
1-Jul-10,2030,0,0.68,2.01,0
2-Jul-10,2382,0,0.79,2.58,0
3-Jul-10,3243,0,1.08,3.42,0
4-Jul-10,4114,0,1.37,4.59,0
5-Jul-10,3263,0,1.09,5.48,0
6-Jul-10,2558,0,0.85,6.08,0
7-Jul-10,1009,0,0.34,6.19,0
8-Jul-10,783,0,0.26,5.78,0
9-Jul-10,260,0,0.09,5.07,0
10-Jul-10,2035,0,0.68,4.67,0
11-Jul-10,3086,0,1.03,4.33,0
12-Jul-10,4713,0,1.57,4.81,0
13-Jul-10,5372,0,1.79,5.75,0
14-Jul-10,5419,0,1.8,7.21,0
15-Jul-10,5574,0,1.86,8.81,0
16-Jul-10,4048,0,1.35,10.07,0
17-Jul-10,4772,0,1.59,10.98,0
18-Jul-10,4136,0,1.38,11.33,0
19-Jul-10,4918,0,1.64,11.4,0
20-Jul-10,5291,0,1.76,11.37,0
21-Jul-10,5193,0,1.73,11.3,0
